ID_PEDIDO,ID_EMPRESA,EMPRESA_RAZAO_SOCIAL,EMPRESA_FANTASIA,EMPRESA_CNPJ_CPF,EMPRESA_TIPO_PESSOA,RUA,NUMERO,BAIRRO,CEP,CIDADE,ESTADO,NR_PEDIDO,SITUACAO_PEDIDO,TIPO_PEDIDO,DT_CRIACAO_PEDIDO,DT_PRZ_PROGRAMADO_PEDIDO,ID_MATERIAL,PRODUTO_COD_INTERNO,PRODUTO_DESCRICAO,QTDE,UNIDADE_MEDIDA,PR_UNITARIO_ITEM,PR_DESCONTO_ITEM,PR_TOTAL_ITEM,VENDEDOR_DO_PEDIDO,NUMERO_DA_NOTA_FISCAL,TIPO_DE_PAGAMENTO,PRAZO_DE_PAGAMENTO
57,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,57,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,209,209,OVO BRANCO EMB.,510,DZ,"5,84",0,"2.978,40",JEFERSON,1451,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,8,8,CEBOLA PRIMEIRA,3,KG,"3,5",0,"10,5",JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,86,86,MACA GALA,3,KG,"6,39",0,"19,17",JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,209,209,OVO BRANCO EMB.,2,DZ,"5,84",0,"11,68",JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,502,502,REPOLHO VERDE,1,UN,"6,5",0,"6,5",JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3295,3295,CENOURA GRAUDA,3,KG,"4,25",0,"12,75",JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3603,3603,ABACAXI PEROLA MEDIO,3,UN,5,0,15,JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3635,3635,TOMATE LONGA VIDA MEDIO,3,KG,4,0,12,JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,10869,10869,MANGA PALMER,3,KG,"4,5",0,"13,5",JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,11396,11396,BANANA PRATA MEDIA,3,KG,"3,5",0,"10,5",JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,11507,11507,MAMAO FORMOSA,3,KG,6,0,18,JEFERSON,1450,BOLETO CORA,7 DD
58,347,L. J. BREDOW REPRESENTACOES EIRELI,BREDOW REPRESENTACOES,23969700000000,PESSOA JURIDICA,RUA RODOLFO DRESSLER,1065,CENTRO,96545000,NOVO CABRAIS,RS,58,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,11513,11513,BATATA INGLESA BRANCA BICA,3,KG,5,0,15,JEFERSON,1450,BOLETO CORA,7 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,8,8,CEBOLA PRIMEIRA,4,KG,"3,5",0,14,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,14,14,PIMENTAO VERDE,0.3,KG,"6,5",0,"1,95",JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,26,26,BROCOLIS,3,UN,"4,75",0,"14,25",JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,29,29,COUVE FLOR,1,UN,5,0,5,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,35,35,MELAO ESPANHOL,3,KG,"5,5",0,"16,5",JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,46,46,MORANGA CABOTIA,4,KG,"2,9",0,"11,6",JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,86,86,MACA GALA,5,KG,"6,39",0,"31,95",JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,209,209,OVO BRANCO EMB.,5,DZ,"5,84",0,"29,2",JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,502,502,REPOLHO VERDE,2,UN,"6,5",0,13,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,544,544,BANANA CATURRA MEDIA,2,KG,"2,75",0,"5,5",JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,2922,2922,ALHO IMPORTADO,0.2,KG,20,0,4,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3619,3619,BETERRABA GRAUDA,1,KG,3,0,3,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3635,3635,TOMATE LONGA VIDA MEDIO,6,KG,4,0,24,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,10869,10869,MANGA PALMER,2,KG,"4,5",0,9,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,11213,11213,MELANCIA,15,KG,"3,8",0,57,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,11396,11396,BANANA PRATA MEDIA,7,KG,"3,5",0,"24,5",JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,11507,11507,MAMAO FORMOSA,4,KG,6,0,24,JEFERSON,1449,BOLETO CORA,14 DD
59,3586,JBF DISTRIBUIDORA DE ALIMENTOS LTDA,JBF DISTRIBUIDORA,37638600000000,PESSOA JURIDICA,R FREDOLINO SKOLAUDE,135,centro,96535000,CERRO BRANCO,RS,59,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,11513,11513,BATATA INGLESA BRANCA BICA,3,KG,5,0,15,JEFERSON,1449,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,8,8,CEBOLA PRIMEIRA,157,KG,"3,5",0,"549,5",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,9,9,CHUCHU,78,KG,"3,75",0,"292,5",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,14,14,PIMENTAO VERDE,10.5,KG,"6,5",0,"68,25",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,26,26,BROCOLIS,49,UN,"4,75",0,"232,75",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,29,29,COUVE FLOR,12,UN,5,0,60,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,35,35,MELAO ESPANHOL,115,KG,"5,5",0,"632,50",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,36,36,RABANETE,7,KG,"6,5",0,"45,5",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,37,37,REPOLHO VERDE,115,KG,4,0,"460,00",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,40,40,TEMPERO VERDE,13.4,KG,20,0,268,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,45,45,MACA ARGENTINA,111,KG,"9,5",0,"1.054,50",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,46,46,MORANGA CABOTIA,95,KG,"2,9",0,"275,5",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,51,51,MARACUJA,18,KG,16,0,288,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,54,54,MANJERONA,1,UN,"1,8",0,"1,8",JEFERSON,1448,BOLETO CORA,14 DD
